0.034699965	-0.00033630073	-0.0055023106	-0.01043871	-0.0030381493	-0.01004168	0.01565177	-0.012797958	-0.01723069	0.023739116	-0.0011569061	0.1638425	0.02141576	0.13429284	0.06513381	-0.033321276
0.26022366	0.12959293	0.07855535	0.20925775	0.15918921	0.07385243	-0.15141787	-0.18917304	0.09650948	0.17699714	0.18274392	0.07272891	0.20332654	0.26994622	-0.13102062	-0.20114513
0.1433339	0.014514048	-0.0115236975	0.037670683	0.05175326	-0.08745046	-0.039000627	-0.10319286	-0.084770195	0.030406013	0.075586006	0.18780853	0.10531686	0.29429448	0.0828634	-0.12858377
0.04462297	-0.039581966	0.043050896	0.026891444	0.042457793	-0.024947632	-0.028467013	0.015800666	0.046648372	-0.04075692	-0.024594247	0.028119508	0.008720398	0.017746475	0.0305419	4.4513494e-05
0.09477936	-0.09352885	-0.13022444	-0.096471295	-0.03267268	-0.1372136	-0.0035503325	-0.008293161	-0.12311963	-0.056390427	-0.029903313	0.37559143	-0.052292228	0.24617006	0.18734153	-0.013568347
-0.069688626	-0.13319393	-0.14532065	-0.12714766	-0.101859696	-0.17146106	0.131643	0.058362853	-0.17855844	-0.104162194	-0.11388629	0.21817629	-0.07422143	0.15989599	0.17753074	0.09300692
0.0900077	-0.113357626	-0.081692226	-0.07258152	-0.015370187	-0.09980097	-0.020474838	-0.07187427	-0.077779435	-0.038346644	-0.020431574	0.31559828	0.047390934	0.32160145	0.16096199	-0.115816
0.19671416	-0.054076914	-0.005595629	0.03156113	0.09921634	-0.0565093	-0.090896495	-0.09016066	-0.08593357	0.09232587	0.037154052	0.1877829	0.020229569	0.38455015	0.047995426	-0.15720966
0.15955156	0.006602853	-0.03692506	0.08820514	0.11537122	-0.024262365	-0.03866975	-0.10711003	-0.048843183	0.08948087	0.025283331	0.3651907	0.07851018	0.19552714	0.041046947	-0.12926324
0.006338507	-0.088254765	-0.1133012	-0.095391564	-0.039412085	-0.17844999	0.02317594	-0.0116822915	-0.09480273	-0.103083864	-0.046044376	0.20855781	-0.057315722	0.19501884	0.16925271	0.005797739
0.13813168	0.050085787	-0.073015735	0.021300117	0.024827022	-0.03353415	-0.07022114	-0.06788618	-0.0024955722	0.062401466	0.07368241	0.3025149	0.021051133	0.23026597	0.020285683	-0.09389064
0.11004527	-0.016182063	-0.0455655	-0.03914985	0.009864222	-0.05662752	0.012591653	-0.05593727	-0.11761502	-0.023090024	-0.005202077	0.20299123	-0.010361353	0.33950076	0.1013375	-0.06343459
-0.12405828	-0.16838275	-0.27539656	-0.20279592	-0.15600276	-0.19082302	0.15131536	0.12332552	-0.17749807	-0.14978734	-0.15836872	0.34465045	-0.19746503	-0.006832439	0.2425103	0.09586559
0.025268156	-0.014766969	-0.12023925	-0.08367467	-0.08414953	-0.1315577	0.0027651389	0.049845204	-0.04002552	0.036682058	-0.034454193	0.2685784	0.005167349	0.118276335	0.12003535	0.015563931
